text,true_label,pred_naive_bayes,pred_logistic_regression,pred_svm
stinky pussy once ah dibleed hoe,hate_speech,hate_speech,normal,normal
sejarah alquran buku dongeng ali abu bakar umar utsman ahli sejarah islam ali salah sahabat muhamad menantu hadir lantik abu bakar khalifah lepas kontroversi ali senang abu bakar khalifah sumber islam catat sumpah ali alas hadir lantik abu bakar bantah oknum salah lidah lalai tugas hapus,hate_speech,normal,normal,normal
nyabu,hate_speech,normal,normal,normal
siksa tuju seringkali salah aktivis temu salah,insult,normal,normal,normal
kukuh jokowi ketua pki ganti dn aidit,insult,hate_speech,normal,hate_speech
cashshop xcashsop xcashsop id xcashshop anti buta map flash sale mobile legends weekly diamond aass rp kedip menit bayar pakai gris harga baik iya weekly diamond pass k rules weekly diamond pass max paksa beli wdp tukar diamond refund beli baca,normal,normal,hate_speech,normal
elang kontrak kerja proyek bangun gedung puskesmas bandarkedungmulyo kabupaten jombang alami kendala lambat keluar show cause meeting scm kali ketua kpk sri mulyani odgj,insult,normal,normal,normal
tunggu lihat etika moral calon pimpin nasional majelis hormat mahkamah konstirusi mkmk langgar kode etik ketua mk anwar usman putus tuang sk nomor puu xxi putus mk cacat hukum laksana tetap mkmk surat putus mk cacat hukum pulang gibran maju pilpres putus mk lolos cacat hukum malu undur calon etika moral gibran ter masuk jokowi ayah mata dunia,threat,normal,insult,normal
komentar bullying orang gemuk turun berat badan sehat fakta,insult,normal,normal,normal
bunuh masal warga sipil zionis israel kawasan jiran al sabra gaza palestina,hate_speech,normal,normal,normal
tuhan oten lgbt wkkk,normal,hate_speech,hate_speech,hate_speech
sandiaga duga kampanye sudirman ida masjid solo kpu url url xe x xa,normal,normal,insult,insult
mui buruk usaha investasi indonesia kasihan urus mui buta hati buta mata bubar mui,insult,normal,normal,normal
rakyat indonesia sama kaya rakyat rohingya makan gratis program makan gratis sampe indonesia maju uang rakyat,hate_speech,normal,normal,normal
gerindra ubah haluan ribu kader gerindra deklarasi dukung ganjar capres,insult,normal,normal,normal
jam anjir wk,insult,normal,normal,normal
manusia bodoh percaya propaganda israel terrorist warga sipil tangkap berita hamas,hate_speech,normal,normal,normal
kumparancom news update kumpar pehhs ass israel masif gempur gaza darat hamas lawan tolong allah insya allah tentara israel pulang tinggal nama klo israel serang darat,threat,normal,normal,normal
bismillah kelompok menclaim pegang al qur an sunnah beda kelompok alir organisasi sekte isme isme dll orang aku islam aku ikut al qur an sunnah al qur an sunnah repot paham agama bikin amal yakin berfikirlah orang berfikir moga bermanfa at barakallahu,normal,hate_speech,hate_speech,normal
si rosa muka tugu ingat nggak batu nissan gentle nggak kaum cebong,threat,normal,hate_speech,hate_speech
suda delete tu post bajing tu online,insult,normal,hate_speech,hate_speech
sakedap teh npagi nyadar nberarti bilang sayap kiri israel pro damai palestina banding sayap kanan npadahal mah kanan agamais kiri komunis xf,normal,normal,threat,normal
viral orang garut maki maki pm israel benjamin netanyahu via dm instagram ancam kirim mudah kadungora palestina,threat,normal,normal,normal
tae luh maho,insult,hate_speech,harassment,harassment
liat video orang kristen nawarin agama rumah rumah jamaat gereja kurang,hate_speech,normal,normal,normal
g lompat,hate_speech,normal,normal,normal
imam mahdi turun gpp turun plis sedih bulan habis israel tantrum anjim,harassment,normal,normal,normal
gila orang dah pacar gaya kaya pacar heran manusia komitmen gausah gasih,harassment,normal,normal,normal
 sutradara joo dongmin kpn of the seven season ganti sutradara the escape ekoramanews d konflik hmm the last empress season penthouse kolaborasi tulis sutradara lhoo cloudysunshine konfirmasi garap season season drama bintang uhm ki joon hwang jung eum umum ganti sutradara musim jumat sbs konfirmasi sutradara joo min ambil the escape of the seven season musim rencana rilis paruh ganti main susul sutradara source wowkeren,hate_speech,normal,normal,normal
gaza and oktober nyata kejam zionis israel,harassment,normal,normal,normal
kadang kemarin follow followers tara unfoll follow geblek gimana dah manusia,hate_speech,insult,insult,hate_speech
budaya kafir sungguh klau islam diendahkan,normal,hate_speech,hate_speech,hate_speech
suka bangtan kampang kumat ayo ayo lagiii,insult,hate_speech,hate_speech,hate_speech
nahhh thaaaat luk,insult,normal,normal,normal
ratarata layak,insult,harassment,normal,normal
uang knp bantu perintah n knp beli saham freeport nkalianlah antek aseng asing anti indonesia,hate_speech,normal,normal,normal
dibully warga aseng non pasuruan saudara kocu,hate_speech,normal,normal,normal
result china sah bonus rb min depo rb angka balik bayar prize bayar www kostoto co,normal,normal,threat,normal
video cristiano ronaldo tolak salam orang israel terima trofi,insult,normal,normal,normal
orang buta huruf main hp,insult,normal,normal,normal
bismillah allah masuk zaman fitnah aqidah manhajiyyah fokus kaji aqidah manhaj tahu firqoh fikroh simpang nisbah islam by berik said follow viral poster syukur saudara alhamdulillah jenggot isbal hijab syar i cadar sunnah bid ah sholat ibadah syukur musibah bareng paham mumpuni perkara urgent aqidah manhaj bumerang bahaya orang oada sangka jenggot isbal cadar sunni salaf khowarij hizbi dsb tampil fisik akan sunni salaf innaa lillaahi wa innaa ilayhi rooji un sungguh sayang kaum muslimin nisbah sunni salaf minim tahu salafiyyah al ghuroba at tho ifah al manshuroh al firqoton naajiyah as sawaadul a zhom ahlul hadits wal aatsar dsb paham khowarij syi ah rofidhoh jabariyah qodariyah jahmiyyah karromiyah mu tazilah asyaa iroh kullabiyah ma turidiyah shufiyyah al abdakiyah al hululiyyah dll skala lokal paham istilah tarekat shufiiyah hadadiyyah hizbiyyah haroki sururiyyah ahmadiyah jama ah tabligh jt ikhwanul muslimin im hizbut tahrir ht jama atul muslimin jamus nii ldii dll saudara saudara nisbah salafiyyun paham dar istilah tajsim tasybih ta wil ta thil tawfidh takyif dsb kenal tokoh utama sesat ummat dzul khuwaishiroh abdullah bin saba jahm bin shofwan ma bad al juhani ghaylan ad dimasyqi washil bin atho abu manshur al ma turidi al bazdawi amir bin ubaid muhammad bin karrom jabir bin hayyan al haarits al muhasibi al hallaj abdullah bin sa id bin kullab abu muhammad al haddad muhammad surur bin nayif zainal aabidin dll ana ingat saudara kalang salafiyyin wallahi ajar aqidah manhaj serius zaman penuh faham simpang minimal kontaminasi faham sesat wallahi ajar sungguh butuh paham jerat faham firqoh fikroh simpang manhaj salaf kalah bosan bosan mohon allah simpang hidayah manhaj salaf konsisten manhaj salaf ajal jemput                         dzat bolak balik manusia kokoh hati konsisten agama hr turmudzi sanad shohih banyak jalur awat                                                  tuhan engkau jadi hati condong sesat engkau tunjuk karunia rahmat sisi engkau sungguh engkau maha beri karunia qs ali imran walhamdu lillaahi robbil aalamiin wa shollalloohu alaa muhammadin,normal,hate_speech,hate_speech,normal
evolusi cupu cool cool kyk es gurun xf x f x x a xf x f x x a,normal,hate_speech,hate_speech,hate_speech
laut gunung euy gila dah healing butuh seger,threat,normal,normal,normal
c baznas baznas baznas a baznas baznas bantu palestina indonesia tahan mesir tunggu izin israel duta pa ies tina indonesia zu hair al shun bantu manusia indonesia tahan mesir bantu manusia perintah indonesia el ar ish mesir tunggu izin pem bu nuh ls ra ei zu hair terima calon kadet pa ies tina kantor menteri tahan jakarta pusat rabu zu hair perintah pa les tina sulit masuk jalur za mudah pimpin warga masuk za zu hair pesawat hercules c milik tni au bawa bantu logistik bandar udara el arish mesir senin bantu tahap lepas presiden jokowi lanud halim perdanakusuma jakarta timur sabtu total bantu ton presiden bantu berangkat makan alat medis selimut tenda barang logistik sesuai butuh za kompas,normal,normal,hate_speech,normal
bentuk bani togel gera okeh cukong tunggang agama bukannn xf x f x x,hate_speech,normal,normal,normal
bejad poko dah,insult,hate_speech,hate_speech,hate_speech
kocak liat struggle temen kerja ama china,insult,normal,normal,normal
kampret typo email kantor ngerasa ngetik serpong pas kirim r xf x f x x,insult,insult,normal,insult
lgbt musnah golong libat nrasuah salahguna kuasa musnah bangsa negara tahap bahaya dosa harap jgn sibuk rang lbgt tutup mata mungkar nsama men,normal,hate_speech,hate_speech,normal
hebat ikut dungu bin idiot url,threat,hate_speech,hate_speech,hate_speech
bajing la banjingan,insult,hate_speech,hate_speech,hate_speech
digital media company bandung citizen journalism israel himbau juta warga tinggal gaza utara x jam berita kini konflik senjata israel hamas panas jalur gaza huni juta orang kena dampak serang militer israel darat udara baru militer israel berita himbauan juta warga mukim jalur gaza utara tinggal diam evakuasi selatan gaza kurun x jam sisi omar shakir direktur israel palestina human rights watch ingat seru israel juta warga palestina tinggal gaza utara pindah massal dekade juta warga palestina ungsi skala lihat nakba shakir postingan media sosial acu ungsi paksa warga palestina diri negara israel komunitas internasional tindak cegah bencana sejarah baik hati diam s,hate_speech,normal,normal,normal
temu gudang ijazah palsu milik gibran,normal,normal,insult,normal
takut bajing minoritas cina negeri mayoritas islam ulang ulang leceh ulam xe x xa,insult,hate_speech,hate_speech,hate_speech
pro perintah lngsg cap kafir komunis pro asing n nmelek mata rie,hate_speech,hate_speech,normal,normal
presiden tanah rakyat gusur diam pihak china,hate_speech,normal,normal,normal
jabat negara pres ruu islam larang indonesia,hate_speech,normal,normal,normal
teman kampret nama url,insult,hate_speech,hate_speech,hate_speech
enci sial lg rame gua lg makan trus gua blg pegi kmaren nyeletuk gay eld anjinkk gua teh,harassment,insult,normal,normal
jual hamas menang pilpres anies imin janji bebas palestina israel,hate_speech,normal,normal,normal
pidato pro israel joe biden tuai kontroversi hamas tutup terorisme israel palestina,normal,normal,threat,normal
autis gara gigi gingsul pwj xf x f x x xf x f x x xf x f x x xf x f x x,insult,insult,normal,normal
prabowo jokowi kunjung solo warga solo teriak anies presiden,normal,normal,hate_speech,hate_speech
klo busuk mawati agama islam takut dg ngejala gila nich nenek,hate_speech,hate_speech,threat,normal
marah kak tar ubah monyet,insult,normal,normal,normal
est langsung full time indonesia chinese chinesetaipei taipei qualifiers ab cm bhea biare k comments shares nakagawa haruka follow lawan japan h like reply zayd nakagawa haruka sudahpernah terakhiragustus agustus iy c irin p yl ter recomen by mimin lel ng rp recom,threat,normal,normal,normal
pola khusus slot gacor percaya okt wild bandito x manual turbo off x auto turbo on x auto turbo off x auto turbo on link daftar resmi bio gasssbrayy hamas israel gaza tanah abang perang iran yahudi bal gen puck,threat,normal,normal,normal
halah kntl,harassment,insult,insult,harassment
bayi bayi rumah sakit rs al quds gaza alami dehidrasi akibat kurang air susu asi gempur israel rumah sakit sabit merah palestina sabtu bayi bayi rumah sakit al quds derita dehidrasi akibat kurang asi nyata organisasi ham media sosial x simak berita lengkap bayi bayi rumah sakit rs al quds gaza alami dehidrasi akibat kurang air susu asi gempur israel rumah sakit sabit merah palestina sabtu bayi bayi rumah sakit al quds derita dehidrasi akibat kurang asi nyata organisasi ham media sosial x simak berita lengkap,hate_speech,normal,normal,normal
esr keri komentar bodoh ed sumber percaya blog,insult,normal,hate_speech,hate_speech
dihame e telkomsel ob breaking news aksi bela palestina retno marsudi baca puisi judul palestina sa presiden turki aka sakit gaza rusak operasi akibat serang israel retno menlu,normal,normal,threat,normal
stress dikit ngaruh,normal,normal,hate_speech,normal
dasar yahudi hahah nak gain simpati la tu,normal,normal,hate_speech,normal
usir bakar lilin aksi kebhinekaan aksi teroris cina bukti mata sipit pegang lilin,hate_speech,normal,normal,normal
dar bagi percaya hamas dn palestin bserta israelnya hamas ikhwanul dukung syiah iran pelihara konflik provokasi tahu ente makna tuju tahiyat ibadah shalat umat muslim cari muslim kecam keras keras babi buta provokasi simak konteks surrah ali imran mulia az zahrawan cemerlang lanjut artikel kolom komen,hate_speech,normal,normal,normal
anak muda jauh perilaku seks simpang agung nugroho pekanbaru rawan lgbt,hate_speech,normal,normal,normal
demokerasi cacat hasil pimpin cacat mental etika demokerasi,insult,normal,normal,normal
dear,insult,normal,normal,normal
otak jual mahal harga pakai alias mulus,normal,normal,insult,normal
india final besok menang lawan china bener maju pesat indonesia nang pojok,insult,normal,normal,normal
hamas klaim hancur kendara militer israel serang darat,hate_speech,normal,normal,normal
sby ngebut tarik utang kayak jokowi ekonomi tumbuh ngelola negara andalin utang china,hate_speech,normal,normal,normal
ingattt cina komunis antek aseng skrng balik rezim,hate_speech,hate_speech,normal,hate_speech
mikir ganti presiden ganti kelamin normal ngebacot,harassment,hate_speech,hate_speech,normal
olahraga nama ekstrim bungee jumping banci jamping iya iya banci tumpakke trail banci njamping xe x xa,insult,insult,harassment,harassment
hahahah cacat baca in chat facebook cringey bikin nagih,insult,normal,normal,normal
wahabi bego tu tahan komentar kontra produktif kondisi palestina main vonis akidah masalah negeri tauhid tahun hasil tumpas syiah houthi yaman,hate_speech,normal,normal,normal
ok beres gedung kantor al jazeera roboh israel bangun ulang bombardir israel bom mati israel biar hancur israel,threat,normal,normal,normal
bak sampah jerman anis resmi wc keliling gunting pita nis,hate_speech,normal,normal,normal
moga wafat iman islam aamiin kecuali zionis serta antek,hate_speech,normal,normal,normal
